age,income_section,state,nuts2,education,children,job_field_maingroup,religion,religion_practice,migration_b_germany,migration_b_country,migration_s_germany,migration_s_country,migration_region,climate_flood_affect,unemployment_rate,patent,job_Fulltime,job_Lehre,job_Other,job_Parttime,job_Pensioner,job_Selfemployed,job_Student (School),job_Student (Uni),"job_Unemployed, job seeking","job_Unemployed, not job seeking",marital_status_Divorced,marital_status_Married,marital_status_Umarried,marital_status_Widowed,gender_Diverse,gender_Female,gender_Male
0.0074534897202264295,1.162443415059985e-26,0.00014953505421294103,0.07822830954506549,0.27878557423326855,1.923773175202569e-06,0.009052118723831128,0.5831336259891962,9.334667134795367e-07,4.3228753558442847e-38,4.409206798336288e-64,2.594526477950055e-24,2.9076152504740823e-45,9.826313550452625e-07,0.0269955924022393,0.022190081001580955,4.240207805979971e-10,0.011382578741719706,5.131921641119453e-08,0.10498824984813408,1.0233079429447684e-10,0.09538724749931503,1.66017408029686e-15,0.06741261260889726,5.854705963105136e-59,0.014374887398724343,0.8589120213881847,0.4785151161754456,8.360007399704893e-10,3.250627055986399e-08,1.6288387857496184e-33,0.039091640897349164,4.156478001909078e-08,0.923338072700601
