age,0.00460417664409456
income_section,0.001576981420149341
state,-0.006179834222952421
nuts2,0.012528162224196268
education,0.008034751314286895
children,0.005273032197812836
job_field_maingroup,0.0067963226378389896
religion,0.008287281546139814
religion_practice,-0.0057078361664210835
migration_b_germany,0.003945466357196558
migration_b_country,-0.0030822895806995806
migration_s_germany,-0.005988285860802547
migration_s_country,0.020630917492389815
migration_region,-0.0036178720199256413
climate_flood_affect,0.016238577921715458
unemployment_rate,-0.005663442773645082
patent,0.005268760772698756
job_Fulltime,0.21385699040067585
job_Lehre,0.7579342193285201
job_Other,0.7274134995639697
job_Parttime,0.6277363237090204
job_Pensioner,0.315564652975608
job_Selfemployed,0.23988448619926664
job_Student (School),0.4220219890014069
job_Student (Uni),0.48534064315489167
"job_Unemployed, job seeking",0.3650325428677044
"job_Unemployed, not job seeking",0.23748108319774022
marital_status_Divorced,0.3690924364187665
marital_status_Married,0.3411221247437076
marital_status_Umarried,0.3776113642243221
marital_status_Widowed,0.4227801447838764
gender_Diverse,0.7040226525241089
gender_Female,0.5525646169570542
gender_Male,0.38833632206510743
