age,income_section,state,nuts2,education,children,job_field_maingroup,religion,religion_practice,migration_b_germany,migration_b_country,migration_s_germany,migration_s_country,migration_region,climate_flood_affect,unemployment_rate,patent,job_Fulltime,job_Lehre,job_Other,job_Parttime,job_Pensioner,job_Selfemployed,job_Student (School),job_Student (Uni),"job_Unemployed, job seeking","job_Unemployed, not job seeking",marital_status_Divorced,marital_status_Married,marital_status_Umarried,marital_status_Widowed,gender_Diverse,gender_Female,gender_Male
-0.0246109146964733,-0.05116533000403974,0.0023570251536324366,0.034545018979255694,-0.04584629575317726,0.0007064026263732894,-0.009411422661596067,-0.030360666881573923,-0.004320498330667674,-0.009455079941128233,0.010752953380746904,0.01738293401929225,-0.009630976153051656,-0.017277376273254732,0.014601278225678154,-0.00816229304284301,-2.3204857780781802e-05,0.0,-1.0117574655271506,0.9642973189686519,-0.07077910841945272,-0.0002565114281851054,0.0,0.011063592718193753,0.011635973093233054,0.004183714337477947,0.0,-0.007695324210208481,0.0011554533699242864,0.0012811365523205467,-0.008918449374362338,-0.019696567441877977,0.06971811142596708,0.0018911615445106333
-0.03131080072999596,-0.04441528646788699,0.0034259708015378205,-0.029465476439568285,0.014877274780833085,0.0007064026263731149,0.012864133933898212,-0.03036066688157424,-0.004320498330667555,-0.009455079941128233,0.010752953380746666,0.017382934019292282,-0.00963097615305153,-0.017277376273254715,0.014601278225678456,0.004101586320360252,5.675937152722315e-05,0.0,1.2876913197618276,-1.2272874968691931,0.06800345710888613,-0.0002565114281851054,0.0,0.011063592718193436,0.011635973093233045,0.004183714337477987,0.15061268448037093,-0.0076953242102085605,0.00115545336992435,0.0012811365523205229,0.050537879788055795,-0.01969656744187786,-0.02578615080138503,0.0018911615445106808
0.06472089908382857,-0.017415112323275132,0.002891497977583931,-0.006752074839340602,-0.04584629575317737,-0.00011842601082735176,-0.026118090108216783,-0.03036066688157396,-0.004320498330667539,-0.009455079941128415,0.010752953380746619,0.017382934019292123,-0.009630976153051514,0.022061793613447313,0.014601278225678273,0.005464239582938679,3.695870522184881e-05,0.0,1.2876913197618263,-1.2272874968691927,0.0680034571088859,-0.0002565114281851926,0.0,0.01106359271819327,-0.04960599055536125,0.004183714337478043,0.0,-0.007695324210208608,0.0011554533699242625,0.0012811365523206259,-0.008918449374362782,0.01677855745048849,-0.02578615080138511,0.0018911615445106889
0.015588401504662222,-0.030915199395581072,0.0012880795057258715,0.028350454906466316,0.014877274780832514,-0.00011842601082799411,-0.02611809010821642,0.02692361025347131,-0.004320498330667721,-0.009455079941128264,0.010752953380746793,0.017382934019292258,-0.00963097615305156,-0.017277376273254947,0.014601278225678162,-0.00543698651768706,-2.320485778159068e-05,0.0,1.287691319761827,-1.227287496869193,0.06800345710888613,-0.0002565114281852164,0.0,0.01106359271819346,-0.049605990555361426,0.004183714337477955,0.0,-0.0076953242102085284,0.0011554533699243339,0.001281136552320721,0.05053787978805468,-0.019696567441878483,-0.025786150801385133,0.0018911615445106808
0.051321127016783645,0.0028350182851842242,-0.002987703085896306,-0.0005575107665508458,0.045239060047836524,0.0007064026263720205,-0.0038425335127222665,-0.030360666881573812,-0.004320498330667769,-0.009455079941128122,0.010752953380746904,0.017382934019292157,-0.00963097615305156,-0.01727737627325462,0.014601278225678218,-0.006799639780264718,-2.472798595895157e-05,0.0,-1.0117574655271497,0.9642973189686508,0.06800345710888575,-0.00025651142818527983,0.0,0.011063592718193524,-0.04960599055536124,0.004183714337478106,0.0,-0.007695324210208608,0.0011554533699242228,0.0012811365523208243,-0.00891844937436294,0.01677855745048868,-0.025786150801384893,0.0018911615445106175
-0.011211142629427906,0.03658523596594971,-0.0013842846140378815,-0.008816929530270388,0.045239060047837606,-0.0009432546480279294,0.029570801380518024,-0.030360666881573954,0.00018002076377811514,-0.009455079941128295,0.010752953380746904,0.017382934019292157,-0.009630976153051593,-0.017277376273254492,0.014601278225678456,-0.0006677000986629679,-9.496704185485427e-06,0.0,-1.01175746552715,0.964297318968652,-0.07077910841945265,-0.0002565114281851688,0.0,0.011063592718193507,0.011635973093233038,0.004183714337477821,0.0,-0.007695324210208481,0.0011554533699242705,0.0012811365523207132,-0.008918449374362496,0.01677855745048887,-0.025786150801384928,0.0018911615445105698
-0.053643754175071355,-0.010665068787121146,-0.0013842846140375484,0.02215589083367659,0.04523906004783728,0.0002861055369945964,0.029570801380518024,0.026923610253471342,0.00018002076377787724,0.08509571947015464,-0.05723996026800308,0.01738293401929214,-0.009630976153051498,0.023029646076062876,0.014601278225678424,0.0006949531639149432,-9.496704185406126e-06,0.0,1.2876913197618272,-1.2272874968691923,0.0680034571088859,-0.0002565114281851529,0.0,0.011063592718193302,0.011635973093232959,0.004183714337478027,0.0,-0.007695324210208544,-0.05661721512629048,0.0012811365523207607,-0.008918449374362465,-0.019696567441877595,0.06971811142596719,0.0018911615445105859
0.03568805960523079,-0.05791537354019289,-0.0013842846140374296,0.0015073439243792103,-0.04584629575317774,-0.0009432546480278581,-0.026118090108216356,-0.030360666881573867,-0.004320498330667721,-0.009455079941128224,0.010752953380746832,0.017382934019292313,-0.009630976153051465,0.022848173739323248,0.014601278225678329,-0.0006677000986633882,-9.496704184787572e-06,0.0,1.2876913197618272,-1.2272874968691918,0.0680034571088859,-0.0002565114281851688,0.0,0.011063592718193436,-0.04960599055536108,0.004183714337477995,0.0,-0.007695324210208417,0.001155453369924318,0.0012811365523205545,0.05053787978805506,-0.019696567441878032,-0.025786150801385015,0.0018911615445105381
-0.053643754175071154,0.029835192429796424,0.0028914979775850336,-0.017076348293989137,0.01487727478083307,0.00016943106981925915,-0.020549200959342855,-0.030360666881574,0.009181058952669503,-0.009455079941128264,0.010752953380746888,0.01738293401929219,-0.009630976153051482,0.022969155297148918,0.014601278225678296,0.006145566214227286,3.695870522202327e-05,0.0,-1.0117574655271497,0.9642973189686523,-0.07077910841945277,-0.0002565114281850419,0.0,0.01106359271819338,0.011635973093232927,0.004183714337477995,0.0,-0.0076953242102085284,0.001155453369924429,0.001281136552320729,-0.008918449374362354,-0.019696567441877724,0.06971811142596639,0.0018911615445105381
-0.05364375417507143,0.02308514889364285,-0.004056648733801841,-0.0253357670577081,0.014877274780832823,0.0001500732623679573,-0.026118090108216203,0.026923610253470946,-0.004320498330667737,-0.00945507994112805,0.010752953380746817,0.01738293401929206,-0.009630976153051632,-0.01727737627325485,-0.15227047703354796,0.002057606426492894,-2.396642186906574e-05,0.0,1.287691319761827,-1.2272874968691931,0.06800345710888585,-0.0002565114281852164,-0.15771946179097987,0.011063592718193262,0.011635973093233014,0.004183714337477789,0.0,-0.0076953242102084886,0.0011554533699242705,0.0012811365523207132,-0.008918449374362385,-0.019696567441878143,0.06971811142596683,0.0018911615445105381
