age,0.005650816490826877
income_section,0.001254156873762813
state,0.8640317080096079
nuts2,0.02385427589252905
education,1.1113919884548796e-06
children,0.9386655569441233
job_field_maingroup,0.030881835916969982
religion,0.0014427004632502798
religion_practice,0.5648111094114348
migration_b_germany,0.25227482673008556
migration_b_country,0.19152934041943975
migration_s_germany,0.01855717650955164
migration_s_country,0.2699509617200437
migration_region,0.0127111061198564
climate_flood_affect,1.4450924543172091e-05
unemployment_rate,0.7198674440864299
patent,0.9985511126908523
job_Fulltime,9.815953987690576e-20
job_Lehre,4.673309116179267e-45
job_Other,5.309152176867834e-41
job_Parttime,0.2997203309876161
job_Pensioner,0.8628961955067895
job_Selfemployed,0.26950090874995897
job_Student (School),0.6069057487301861
job_Student (Uni),0.6482693894087914
"job_Unemployed, job seeking",0.5443941174102929
"job_Unemployed, not job seeking",0.44033068334255165
marital_status_Divorced,0.2697199163676063
marital_status_Married,0.6789266043445452
marital_status_Umarried,0.7571590345117041
marital_status_Widowed,0.5737296914692606
gender_Diverse,0.7267300071746701
gender_Female,0.3617494365520577
gender_Male,0.5724704426393539
